plant_type,spots,yellowing,wilting,powder,leaf_curl,stem_damage,mold_growth,humidity,temperature,soil_moisture,disease
potato,0,1,0,0,0,0,0,medium,high,dry,healthy
melon,1,0,0,1,0,0,0,high,high,dry,powdery_mildew
grape,0,0,0,0,1,0,0,high,medium,dry,healthy
citrus,0,0,0,0,0,0,0,low,high,moderate,healthy
melon,0,0,0,0,1,0,0,high,high,moderate,healthy
melon,0,1,0,0,0,0,0,high,high,dry,healthy
tomato,1,1,0,0,0,0,1,high,high,moderate,early_blight
tomato,0,1,0,0,0,0,0,high,high,wet,early_blight
potato,0,0,0,0,1,0,0,medium,medium,moderate,healthy
tomato,1,0,0,0,0,0,0,medium,medium,moderate,leaf_spot
citrus,0,0,0,0,1,0,0,medium,high,moderate,healthy
cucumber,0,0,0,1,1,0,0,medium,medium,moderate,powdery_mildew
tomato,1,0,0,0,0,0,0,medium,low,dry,healthy
cucumber,0,0,0,0,0,0,0,low,low,dry,healthy
citrus,1,0,0,0,0,0,0,medium,low,moderate,citrus_canker
tomato,1,0,0,0,0,0,0,medium,medium,dry,healthy
cucumber,0,1,0,0,0,0,0,low,medium,moderate,healthy
chili,1,0,0,0,0,0,0,high,medium,dry,healthy
citrus,1,0,0,0,0,0,0,high,high,dry,citrus_canker
tomato,0,1,0,0,0,0,0,medium,medium,moderate,early_blight
grape,0,0,0,0,1,0,0,high,low,dry,healthy
cucumber,0,0,0,0,1,0,0,low,medium,moderate,healthy
citrus,0,0,0,0,0,0,0,low,high,dry,healthy
melon,1,0,0,1,0,0,0,medium,high,moderate,powdery_mildew
tomato,1,1,1,0,0,0,0,medium,medium,wet,early_blight
tomato,0,0,1,0,0,1,0,high,high,wet,bacterial_wilt
potato,0,0,0,0,0,0,0,low,low,moderate,healthy
melon,0,0,1,0,0,1,0,medium,high,wet,fusarium_wilt
grape,1,0,0,0,0,0,0,low,high,moderate,healthy
cucumber,0,1,0,0,0,0,0,high,high,dry,healthy
chili,0,1,0,0,0,0,0,medium,medium,dry,healthy
cucumber,0,0,0,0,0,0,0,high,medium,moderate,healthy
potato,1,1,0,0,1,0,0,medium,high,moderate,early_blight
potato,0,1,0,0,0,0,0,low,medium,dry,healthy
grape,0,0,0,1,1,0,0,high,medium,moderate,powdery_mildew
tomato,1,1,1,0,0,0,0,high,medium,moderate,early_blight
cucumber,0,1,0,0,0,0,0,high,low,dry,healthy
tomato,1,1,0,0,0,0,1,medium,medium,wet,early_blight
potato,0,1,0,0,0,0,0,high,low,dry,healthy
tomato,0,0,1,0,1,1,0,medium,high,wet,bacterial_wilt
chili,0,0,1,0,0,1,0,low,medium,wet,bacterial_wilt
cucumber,0,0,0,0,1,0,0,medium,low,moderate,healthy
tomato,1,0,0,1,0,0,0,high,medium,moderate,powdery_mildew
chili,1,1,0,0,1,0,0,medium,medium,wet,leaf_spot
cucumber,0,0,0,0,0,0,0,medium,high,dry,healthy
citrus,0,1,0,0,0,0,0,high,low,moderate,healthy
tomato,0,0,0,0,0,0,0,medium,medium,dry,powdery_mildew
grape,1,0,0,0,0,0,0,medium,low,dry,healthy
tomato,1,0,0,1,0,0,0,medium,medium,moderate,powdery_mildew
potato,0,0,1,0,1,1,0,medium,medium,wet,bacterial_wilt
tomato,1,0,0,0,1,0,0,medium,high,wet,leaf_spot
chili,0,0,0,0,1,0,0,low,high,moderate,healthy
cucumber,0,0,0,1,0,0,1,medium,medium,moderate,powdery_mildew
potato,0,1,0,0,0,0,0,medium,medium,wet,early_blight
chili,1,0,0,0,0,0,0,medium,low,dry,healthy
potato,0,0,1,0,1,1,0,low,medium,wet,bacterial_wilt
cucumber,0,0,0,1,1,0,0,high,medium,dry,powdery_mildew
potato,1,0,0,0,0,0,0,low,medium,moderate,healthy
citrus,0,0,0,0,1,0,0,low,high,dry,healthy
chili,0,1,0,0,0,0,0,high,high,dry,healthy
potato,1,0,0,0,0,0,0,high,medium,dry,healthy
melon,0,0,0,1,1,0,0,high,high,moderate,powdery_mildew
melon,0,0,1,0,0,1,0,high,high,moderate,fusarium_wilt
chili,1,0,0,0,0,0,0,medium,medium,dry,healthy
grape,0,1,0,0,0,0,0,medium,low,dry,healthy
chili,0,0,0,0,0,0,0,low,low,dry,healthy
chili,0,0,1,0,1,1,0,high,medium,wet,bacterial_wilt
tomato,0,1,0,1,0,0,0,high,high,moderate,powdery_mildew
melon,0,1,0,0,0,0,0,medium,low,dry,healthy
grape,1,0,0,0,0,0,0,high,medium,dry,healthy
tomato,0,0,0,0,1,0,0,high,medium,wet,leaf_spot
melon,0,0,0,0,1,0,0,high,high,dry,healthy
tomato,0,1,0,0,0,0,0,high,medium,moderate,healthy
tomato,1,0,0,0,0,0,1,high,medium,moderate,late_blight
cucumber,0,1,0,1,0,0,0,medium,high,dry,powdery_mildew
potato,0,1,0,0,0,0,0,high,medium,dry,healthy
chili,0,1,0,0,0,0,0,low,high,dry,healthy
cucumber,0,1,0,0,0,0,0,low,high,moderate,healthy
potato,0,0,0,0,1,0,0,low,high,dry,healthy
citrus,0,1,0,0,0,0,0,medium,low,dry,healthy
tomato,0,1,0,0,0,0,0,high,medium,dry,healthy
potato,1,0,0,0,0,0,0,medium,medium,wet,early_blight
tomato,1,0,0,0,0,0,0,low,low,dry,healthy
grape,0,0,0,0,0,0,0,high,low,moderate,healthy
cucumber,0,0,0,0,0,0,0,medium,low,moderate,healthy
cucumber,1,0,0,0,0,0,0,medium,low,moderate,healthy
potato,0,0,0,0,1,0,0,high,medium,dry,healthy
citrus,0,0,0,0,0,0,0,high,low,moderate,healthy
potato,1,1,0,0,1,0,0,high,medium,moderate,early_blight
chili,1,0,0,0,1,0,0,high,medium,moderate,leaf_spot
chili,0,0,1,0,1,1,0,medium,medium,wet,bacterial_wilt
potato,1,1,1,0,0,0,0,high,high,wet,early_blight
citrus,0,1,0,0,0,0,0,high,low,dry,healthy
potato,1,0,0,0,0,0,1,high,medium,moderate,late_blight
grape,0,0,0,1,0,0,0,high,medium,dry,powdery_mildew
tomato,0,0,0,1,0,0,0,high,medium,moderate,powdery_mildew
chili,1,1,0,0,1,0,0,medium,high,wet,leaf_spot
grape,0,0,0,0,1,0,0,low,low,dry,healthy
melon,0,1,0,1,0,0,0,medium,high,moderate,powdery_mildew
potato,0,1,0,0,0,0,0,medium,low,moderate,healthy
melon,0,0,0,0,0,0,0,low,medium,moderate,healthy
grape,0,0,0,0,0,0,0,high,high,dry,powdery_mildew
cucumber,1,0,0,1,0,0,0,medium,high,dry,powdery_mildew
grape,0,1,0,0,0,0,0,low,high,dry,healthy
melon,0,0,0,0,1,0,0,medium,medium,dry,healthy
grape,0,0,0,1,1,0,0,high,medium,dry,powdery_mildew
chili,0,0,0,0,0,0,0,high,low,moderate,healthy
chili,0,1,0,0,0,0,0,medium,high,dry,healthy
chili,0,1,1,0,0,1,0,medium,high,wet,bacterial_wilt
tomato,1,0,0,0,1,0,1,medium,high,moderate,leaf_spot
citrus,0,0,0,0,1,0,0,high,high,moderate,healthy
chili,0,1,0,0,0,0,0,high,medium,moderate,healthy
chili,0,0,0,0,0,0,0,high,high,dry,healthy
potato,1,1,1,0,0,0,0,medium,medium,moderate,early_blight
citrus,0,1,0,0,0,0,0,high,medium,dry,healthy
chili,0,0,0,0,1,0,0,medium,medium,moderate,leaf_spot
potato,1,0,1,0,0,1,0,low,high,wet,bacterial_wilt
chili,0,0,0,0,1,0,0,medium,medium,moderate,healthy
melon,0,0,0,0,0,0,0,medium,high,moderate,healthy
tomato,0,0,0,0,0,0,0,high,high,moderate,powdery_mildew
chili,0,0,0,0,1,0,0,medium,low,dry,healthy
potato,1,0,1,0,0,1,0,medium,medium,wet,bacterial_wilt
cucumber,1,0,0,0,0,0,0,high,medium,moderate,healthy
tomato,0,0,0,0,1,0,0,high,medium,moderate,leaf_spot
cucumber,0,1,0,0,0,0,0,medium,low,dry,healthy
grape,0,0,0,0,0,0,0,medium,high,dry,powdery_mildew
tomato,0,0,1,0,0,1,0,medium,high,moderate,fusarium_wilt
tomato,0,0,0,0,1,0,0,medium,high,dry,healthy
chili,1,0,0,0,1,0,1,medium,high,moderate,leaf_spot
tomato,1,0,0,0,1,0,1,medium,high,wet,leaf_spot
cucumber,0,1,0,1,0,0,0,medium,high,moderate,powdery_mildew
melon,0,1,0,1,0,0,0,medium,medium,dry,powdery_mildew
tomato,0,1,0,0,0,0,0,high,high,moderate,healthy
grape,0,0,0,0,0,0,0,medium,medium,dry,powdery_mildew
cucumber,0,0,0,1,0,0,0,medium,medium,dry,powdery_mildew
grape,0,0,0,0,1,0,0,high,low,moderate,healthy
tomato,0,1,0,0,0,0,0,medium,low,dry,healthy
potato,1,0,0,0,0,0,0,medium,high,dry,healthy
tomato,1,0,0,0,0,0,0,high,high,wet,leaf_spot
tomato,0,0,0,0,0,0,0,low,low,moderate,healthy
grape,0,0,0,0,0,0,0,high,high,moderate,healthy
chili,1,0,0,0,0,0,0,high,high,moderate,leaf_spot
cucumber,0,0,0,0,0,0,0,medium,high,moderate,powdery_mildew
chili,0,0,0,0,1,0,0,high,high,wet,leaf_spot
cucumber,0,1,0,0,0,0,0,high,medium,wet,downy_mildew
potato,0,0,0,0,1,0,0,high,high,moderate,healthy
citrus,0,0,0,0,1,0,0,medium,medium,dry,healthy
tomato,0,0,0,1,1,0,0,medium,high,dry,powdery_mildew
grape,1,0,0,0,0,0,0,low,low,dry,healthy
cucumber,0,1,0,0,0,0,1,high,medium,wet,downy_mildew
chili,0,0,1,0,0,1,0,low,high,wet,bacterial_wilt
potato,1,0,0,0,0,0,1,high,low,wet,late_blight
grape,0,0,0,1,1,0,0,medium,high,dry,powdery_mildew
chili,0,1,1,0,0,1,0,high,high,wet,bacterial_wilt
cucumber,0,0,0,0,0,0,0,low,low,moderate,healthy
grape,1,0,0,1,0,0,0,high,high,moderate,powdery_mildew
chili,0,0,0,0,1,0,0,high,medium,moderate,healthy
tomato,0,0,0,0,0,0,0,medium,low,moderate,healthy
melon,0,1,0,0,0,0,0,high,low,dry,healthy
chili,0,0,1,0,1,1,0,medium,high,wet,bacterial_wilt
melon,0,0,0,0,1,0,0,high,low,moderate,healthy
tomato,0,1,1,0,0,1,0,medium,high,wet,fusarium_wilt
melon,0,0,0,0,1,0,0,high,low,dry,healthy
grape,0,1,0,0,0,0,0,medium,high,moderate,healthy
potato,0,0,1,0,1,1,0,medium,high,wet,bacterial_wilt
tomato,0,1,1,0,0,1,0,medium,medium,wet,bacterial_wilt
potato,0,0,0,0,0,0,0,medium,high,dry,healthy
melon,0,1,0,0,0,0,0,low,low,dry,healthy
potato,1,1,0,0,0,0,0,medium,high,moderate,early_blight
potato,0,0,0,0,0,0,0,medium,high,moderate,healthy
citrus,1,0,0,0,0,0,0,low,medium,dry,healthy
potato,1,0,0,0,0,0,0,low,medium,dry,healthy
potato,0,0,1,0,0,1,0,high,high,wet,bacterial_wilt
potato,0,0,1,0,1,1,0,high,high,wet,bacterial_wilt
tomato,0,0,0,0,1,0,0,high,high,moderate,leaf_spot
cucumber,0,0,0,0,0,0,0,high,medium,dry,powdery_mildew
tomato,1,0,0,0,0,0,0,low,low,moderate,healthy
cucumber,0,1,0,0,0,0,1,high,low,wet,downy_mildew
chili,1,0,0,0,1,0,0,medium,high,moderate,leaf_spot
tomato,1,0,0,0,0,0,0,high,medium,wet,late_blight
grape,0,1,0,0,0,0,0,high,low,moderate,healthy
potato,0,0,0,0,0,0,0,high,low,dry,healthy
melon,1,0,0,0,0,0,0,high,medium,dry,healthy
tomato,0,0,0,0,1,0,0,high,medium,moderate,healthy
tomato,1,0,0,0,0,0,1,high,medium,wet,late_blight
potato,1,1,0,0,0,0,0,high,high,wet,early_blight
cucumber,0,0,0,1,0,0,0,medium,high,dry,powdery_mildew
citrus,0,0,0,0,0,0,0,medium,high,dry,healthy
chili,0,0,0,0,1,0,0,high,medium,moderate,leaf_spot
grape,0,0,0,1,0,0,1,medium,high,moderate,powdery_mildew
chili,0,0,0,0,1,0,0,medium,high,moderate,healthy
grape,0,0,0,1,0,0,0,medium,medium,dry,powdery_mildew
chili,1,0,0,0,1,0,1,medium,high,wet,leaf_spot
tomato,1,1,0,0,0,0,1,high,medium,wet,late_blight
tomato,1,0,0,0,0,0,1,high,low,wet,late_blight
tomato,1,0,0,0,0,0,0,high,low,dry,healthy
melon,0,0,0,0,1,0,0,high,medium,dry,healthy
potato,0,1,1,0,0,1,0,high,high,wet,bacterial_wilt
cucumber,0,0,0,0,0,0,0,high,high,dry,healthy
tomato,1,0,0,0,0,0,0,high,medium,moderate,late_blight
chili,0,0,0,0,0,1,0,low,high,wet,bacterial_wilt
grape,0,1,0,0,0,0,1,high,low,wet,downy_mildew
grape,0,0,0,0,1,0,0,medium,low,moderate,healthy
tomato,1,0,0,0,0,0,0,medium,medium,wet,leaf_spot
cucumber,0,0,0,1,1,0,0,medium,high,moderate,powdery_mildew
cucumber,0,0,0,0,0,0,0,medium,high,dry,powdery_mildew
grape,1,0,0,0,0,0,0,low,low,moderate,healthy
tomato,1,0,0,0,1,0,1,high,high,moderate,leaf_spot
melon,1,0,0,1,0,0,0,medium,high,dry,powdery_mildew
citrus,0,0,0,0,1,0,0,medium,low,dry,healthy
grape,0,0,0,0,0,0,0,low,medium,moderate,healthy
melon,0,0,0,0,1,0,0,low,high,moderate,healthy
melon,0,0,0,0,0,0,0,medium,high,moderate,powdery_mildew
potato,1,0,1,0,0,1,0,high,medium,wet,bacterial_wilt
tomato,0,0,1,0,1,1,0,low,high,wet,bacterial_wilt
cucumber,0,0,0,0,0,0,0,medium,high,moderate,healthy
grape,0,1,0,1,0,0,0,high,medium,dry,powdery_mildew
grape,0,0,0,1,0,0,1,high,medium,moderate,powdery_mildew
cucumber,0,1,0,1,0,0,0,medium,medium,moderate,powdery_mildew
cucumber,0,0,0,0,0,0,0,high,high,moderate,healthy
cucumber,0,1,0,0,0,0,1,high,low,moderate,downy_mildew
melon,0,0,0,1,1,0,0,high,medium,dry,powdery_mildew
tomato,1,1,0,0,1,0,0,high,high,moderate,leaf_spot
chili,1,1,0,0,1,0,0,high,medium,wet,leaf_spot
cucumber,0,0,0,0,1,0,0,high,high,moderate,healthy
grape,1,0,0,1,0,0,0,medium,medium,moderate,powdery_mildew
tomato,0,0,0,1,0,0,1,high,medium,moderate,powdery_mildew
cucumber,0,1,0,0,0,0,0,low,low,moderate,healthy
citrus,1,0,0,0,0,0,0,low,low,dry,healthy
potato,0,1,0,0,0,0,0,high,high,dry,healthy
potato,0,0,0,0,1,0,0,low,low,dry,healthy
tomato,1,0,0,0,1,0,1,medium,medium,moderate,leaf_spot
citrus,1,0,0,0,0,0,0,medium,medium,moderate,healthy
cucumber,0,0,0,1,0,0,1,high,high,dry,powdery_mildew
tomato,0,0,0,0,0,0,0,high,medium,moderate,healthy
chili,1,0,0,0,0,0,0,low,high,dry,healthy
tomato,0,0,1,0,0,1,0,low,high,moderate,fusarium_wilt
melon,0,1,1,0,0,1,0,high,high,wet,fusarium_wilt
tomato,1,0,0,0,1,0,0,medium,medium,wet,leaf_spot
grape,0,1,0,0,0,0,0,high,medium,moderate,downy_mildew
tomato,1,0,0,1,0,0,0,medium,high,moderate,powdery_mildew
cucumber,1,0,0,0,0,0,0,high,high,dry,healthy
potato,0,0,1,0,1,1,0,high,medium,wet,bacterial_wilt
potato,0,1,1,0,0,1,0,medium,high,wet,bacterial_wilt
melon,0,0,0,1,0,0,1,medium,high,dry,powdery_mildew
chili,0,0,0,0,0,0,0,low,high,moderate,healthy
grape,0,0,0,0,1,0,0,low,high,moderate,healthy
grape,0,0,0,0,0,0,0,low,medium,dry,healthy
grape,0,1,0,0,0,0,0,high,medium,moderate,healthy
grape,0,0,0,0,0,0,0,high,medium,dry,powdery_mildew
tomato,1,1,1,0,0,0,0,medium,high,wet,early_blight
citrus,1,0,0,0,0,1,0,high,medium,moderate,citrus_canker
melon,0,0,0,0,0,0,0,medium,medium,moderate,powdery_mildew
chili,1,0,0,0,0,0,0,high,medium,moderate,leaf_spot
cucumber,0,1,0,1,0,0,0,high,high,moderate,powdery_mildew
melon,0,0,0,1,0,0,0,medium,high,moderate,powdery_mildew
potato,1,1,0,0,0,0,0,medium,medium,wet,early_blight
melon,0,0,0,0,1,0,0,medium,low,moderate,healthy
potato,1,1,0,0,0,0,1,medium,medium,wet,early_blight
potato,1,0,1,0,0,1,0,low,medium,wet,bacterial_wilt
cucumber,0,0,0,1,0,0,1,high,medium,dry,powdery_mildew
melon,0,0,0,1,0,0,0,high,medium,moderate,powdery_mildew
citrus,0,0,0,0,0,0,0,high,medium,moderate,healthy
chili,1,0,1,0,0,1,0,medium,medium,wet,bacterial_wilt
melon,0,1,1,0,0,1,0,high,high,moderate,fusarium_wilt
potato,0,0,0,0,0,0,0,medium,medium,moderate,healthy
chili,0,0,0,0,0,1,0,high,medium,wet,bacterial_wilt
potato,1,1,1,0,0,0,0,high,medium,wet,early_blight
grape,1,0,0,1,0,0,0,high,high,dry,powdery_mildew
citrus,0,0,0,0,1,0,0,low,high,moderate,healthy
tomato,1,0,0,0,0,0,0,high,medium,moderate,early_blight
potato,1,1,0,0,1,0,0,medium,medium,moderate,early_blight
chili,1,0,0,0,0,0,0,high,medium,moderate,healthy
citrus,0,1,0,0,0,0,0,high,high,dry,healthy
melon,1,0,0,0,0,0,0,low,high,moderate,healthy
melon,0,1,0,0,0,0,0,high,low,moderate,healthy
potato,1,1,0,0,0,0,1,medium,medium,moderate,early_blight
melon,0,0,0,0,0,0,0,low,low,moderate,healthy
citrus,0,0,0,0,0,0,0,medium,high,moderate,healthy
chili,0,1,0,0,0,0,0,medium,high,moderate,healthy
potato,0,0,0,0,1,0,0,low,medium,dry,healthy
potato,1,0,0,0,0,0,0,high,low,moderate,late_blight
grape,0,1,0,1,0,0,0,high,high,dry,powdery_mildew
chili,0,0,0,0,0,0,0,low,medium,moderate,healthy
grape,1,0,0,1,0,0,0,high,medium,dry,powdery_mildew
potato,1,1,0,0,1,0,0,medium,high,wet,early_blight
potato,0,0,0,0,1,0,0,medium,high,moderate,healthy
cucumber,1,0,0,1,0,0,0,medium,medium,moderate,powdery_mildew
potato,0,0,0,0,1,0,0,high,low,dry,healthy
chili,1,0,0,0,0,0,0,high,high,moderate,healthy
citrus,0,1,0,0,0,0,0,medium,medium,dry,healthy
cucumber,0,0,0,0,1,0,0,high,high,dry,healthy
tomato,0,0,0,1,0,0,0,high,high,moderate,powdery_mildew
chili,0,1,1,0,0,1,0,low,high,wet,bacterial_wilt
grape,0,0,0,0,1,0,0,high,high,moderate,healthy
tomato,0,0,0,1,1,0,0,high,high,dry,powdery_mildew
tomato,0,1,0,0,0,0,0,low,low,moderate,healthy
grape,0,1,0,0,0,0,1,high,medium,moderate,downy_mildew
cucumber,1,0,0,1,0,0,0,high,medium,moderate,powdery_mildew
tomato,1,1,0,0,1,0,0,medium,high,moderate,leaf_spot
grape,0,0,0,0,0,0,0,medium,low,moderate,healthy
chili,1,0,0,0,0,0,0,low,low,dry,healthy
melon,0,0,0,0,1,0,0,high,medium,moderate,healthy
grape,0,0,0,0,0,0,0,low,low,moderate,healthy
tomato,1,0,0,0,0,0,0,high,medium,wet,leaf_spot
tomato,0,0,0,0,1,0,0,medium,low,moderate,healthy
chili,0,1,0,0,0,0,0,low,low,moderate,healthy
citrus,1,0,0,0,0,0,0,medium,low,dry,healthy
grape,1,0,0,0,0,0,0,low,medium,moderate,healthy
grape,1,0,0,0,0,0,0,medium,low,moderate,healthy
chili,0,0,0,0,0,0,0,low,high,dry,healthy
grape,1,0,0,0,0,0,0,medium,high,dry,healthy
grape,0,0,0,1,0,0,1,medium,medium,dry,powdery_mildew
potato,0,1,0,0,0,0,0,low,high,dry,healthy
cucumber,0,0,0,0,0,0,0,low,high,dry,healthy
potato,0,0,0,0,0,1,0,medium,high,wet,bacterial_wilt
tomato,1,0,0,0,1,0,1,high,medium,moderate,leaf_spot
cucumber,1,0,0,0,0,0,0,low,high,moderate,healthy
tomato,0,0,0,1,0,0,0,medium,high,moderate,powdery_mildew
tomato,1,0,0,0,0,0,0,high,medium,moderate,healthy
tomato,0,0,0,0,0,0,0,medium,medium,dry,healthy
tomato,0,1,0,1,0,0,0,high,medium,dry,powdery_mildew
tomato,1,1,1,0,0,0,0,high,high,wet,early_blight
citrus,0,0,0,0,0,0,0,high,high,moderate,healthy
citrus,0,1,0,0,0,0,0,high,high,moderate,healthy
grape,0,1,0,0,0,0,0,high,medium,dry,healthy
tomato,0,1,0,1,0,0,0,medium,high,moderate,powdery_mildew
chili,1,0,1,0,0,1,0,low,high,wet,bacterial_wilt
cucumber,0,0,0,0,1,0,0,medium,high,moderate,healthy
potato,0,1,0,0,0,0,0,medium,high,moderate,healthy
melon,0,0,0,0,0,0,0,high,medium,moderate,healthy
cucumber,0,0,0,0,0,0,0,high,low,moderate,healthy
melon,1,0,0,0,0,0,0,high,high,moderate,healthy
melon,0,0,0,0,1,0,0,low,low,dry,healthy
potato,1,0,0,0,0,0,0,high,low,dry,healthy
melon,0,0,0,0,0,0,0,medium,high,dry,healthy
cucumber,0,1,0,0,0,0,0,medium,high,moderate,healthy
tomato,1,0,0,0,0,0,0,high,low,wet,late_blight
potato,0,1,0,0,0,0,0,high,medium,moderate,healthy
chili,0,0,0,0,1,0,0,high,medium,wet,leaf_spot
citrus,1,0,0,0,0,0,0,high,medium,wet,citrus_canker
grape,0,0,0,0,1,0,0,high,high,dry,healthy
cucumber,0,0,0,1,0,0,1,medium,medium,dry,powdery_mildew
grape,0,0,0,1,0,0,1,high,medium,dry,powdery_mildew
cucumber,0,0,0,0,1,0,0,high,low,dry,healthy
melon,1,0,0,0,0,0,0,high,high,dry,healthy
cucumber,0,0,0,0,1,0,0,medium,high,dry,healthy
melon,0,0,1,0,0,1,0,high,high,wet,fusarium_wilt
cucumber,0,0,0,1,0,0,0,high,high,dry,powdery_mildew
tomato,0,0,0,1,0,0,0,medium,medium,moderate,powdery_mildew
chili,0,1,1,0,0,1,0,high,medium,wet,bacterial_wilt
potato,0,1,0,0,0,0,0,low,low,dry,healthy
citrus,1,0,0,0,0,0,0,high,low,dry,healthy
tomato,0,1,0,0,0,0,0,medium,low,moderate,healthy
cucumber,1,0,0,0,0,0,0,medium,high,dry,healthy
citrus,0,0,0,0,1,0,0,high,high,dry,healthy
tomato,0,0,1,0,0,1,0,high,medium,wet,bacterial_wilt
tomato,0,1,0,1,0,0,0,medium,medium,dry,powdery_mildew
potato,1,1,0,0,0,0,0,medium,medium,moderate,early_blight
tomato,0,0,0,1,1,0,0,medium,high,moderate,powdery_mildew
chili,0,0,1,0,0,1,1,medium,high,wet,bacterial_wilt
citrus,0,0,0,0,0,0,0,medium,low,dry,healthy
tomato,1,0,0,0,0,0,0,medium,high,moderate,healthy
potato,0,0,0,0,0,0,0,low,medium,dry,healthy
grape,1,0,0,0,0,0,0,high,high,moderate,healthy
chili,0,1,0,0,0,0,0,medium,medium,moderate,healthy
potato,1,1,0,0,1,0,0,high,high,wet,early_blight
chili,0,1,0,0,0,0,0,high,medium,dry,healthy
tomato,0,0,0,0,1,0,0,high,medium,dry,healthy
tomato,1,1,0,0,1,0,0,high,high,wet,leaf_spot
tomato,1,1,0,0,1,0,0,medium,medium,moderate,early_blight
potato,0,1,0,0,0,0,0,high,high,moderate,healthy
melon,0,1,1,0,0,1,0,medium,high,moderate,fusarium_wilt
melon,0,0,0,1,0,0,1,high,medium,dry,powdery_mildew
chili,0,0,1,0,0,1,1,medium,medium,wet,bacterial_wilt
chili,0,1,0,0,0,0,0,medium,low,moderate,healthy
chili,1,0,0,0,1,0,1,high,high,wet,leaf_spot
potato,0,0,0,0,1,0,0,low,medium,moderate,healthy
potato,0,0,0,0,0,0,0,low,low,dry,healthy
tomato,1,1,0,0,1,0,0,high,medium,moderate,leaf_spot
potato,1,0,0,0,0,0,0,low,high,moderate,healthy
cucumber,0,1,0,1,0,0,0,high,medium,dry,powdery_mildew
tomato,1,0,0,1,0,0,0,high,high,moderate,powdery_mildew
tomato,0,0,1,0,0,1,0,high,high,wet,fusarium_wilt
tomato,1,0,0,0,1,0,1,high,medium,wet,leaf_spot
citrus,0,0,0,0,1,0,0,medium,medium,moderate,healthy
tomato,1,0,0,0,0,0,0,medium,high,wet,early_blight
potato,1,0,0,0,0,0,1,high,low,moderate,late_blight
tomato,0,0,0,0,0,0,0,medium,medium,moderate,powdery_mildew
grape,0,0,0,0,1,0,0,medium,medium,dry,healthy
tomato,0,0,0,0,1,0,0,low,low,moderate,healthy
grape,1,0,0,1,0,0,0,medium,high,dry,powdery_mildew
chili,0,1,0,0,0,0,0,high,low,dry,healthy
cucumber,0,0,0,1,0,0,1,medium,high,moderate,powdery_mildew
chili,0,0,1,0,0,1,0,medium,high,wet,bacterial_wilt
tomato,1,0,1,0,0,1,0,medium,medium,wet,bacterial_wilt
potato,0,0,0,0,0,0,0,medium,low,dry,healthy
potato,0,0,0,0,0,1,0,high,medium,wet,bacterial_wilt
potato,1,0,1,0,0,1,0,medium,high,wet,bacterial_wilt
potato,1,0,0,0,0,0,0,low,low,moderate,healthy
potato,0,0,1,0,1,1,0,low,high,wet,bacterial_wilt
tomato,1,1,0,0,0,0,0,medium,medium,wet,early_blight
melon,0,0,0,1,0,0,1,high,high,dry,powdery_mildew
tomato,0,1,0,0,0,0,0,medium,high,moderate,healthy
citrus,1,0,0,0,0,0,0,high,medium,dry,healthy
tomato,0,1,0,0,0,0,0,high,low,dry,healthy
cucumber,0,0,0,0,1,0,0,high,medium,moderate,healthy
chili,1,0,0,0,1,0,0,high,high,moderate,leaf_spot
tomato,0,0,0,1,0,0,1,medium,high,dry,powdery_mildew
potato,1,0,0,0,0,0,0,high,high,wet,early_blight
grape,0,1,0,0,0,0,0,medium,medium,dry,healthy
melon,0,0,1,0,0,1,0,medium,high,moderate,fusarium_wilt
cucumber,0,0,0,1,1,0,0,high,high,moderate,powdery_mildew
cucumber,0,1,0,0,0,0,1,high,medium,moderate,downy_mildew
citrus,0,0,0,0,1,0,0,low,low,dry,healthy
melon,0,0,0,0,0,0,0,medium,high,dry,powdery_mildew
tomato,0,0,0,0,0,0,0,medium,low,dry,healthy
tomato,0,1,0,1,0,0,0,high,medium,moderate,powdery_mildew
melon,0,0,0,0,1,0,0,medium,high,dry,healthy
citrus,0,0,0,0,0,0,0,medium,medium,moderate,healthy
melon,0,0,0,1,0,0,0,medium,high,dry,powdery_mildew
chili,1,0,0,0,0,0,0,medium,medium,moderate,healthy
grape,0,0,0,0,0,0,0,medium,medium,moderate,powdery_mildew
potato,0,0,0,0,0,0,0,high,low,moderate,healthy
grape,0,1,0,0,0,0,0,low,high,moderate,healthy
cucumber,0,1,0,0,0,0,0,low,high,dry,healthy
citrus,1,0,0,0,0,0,0,medium,high,moderate,healthy
melon,0,1,0,0,0,0,0,medium,high,moderate,healthy
melon,0,0,0,1,1,0,0,medium,medium,dry,powdery_mildew
potato,1,1,0,0,0,0,1,high,medium,moderate,early_blight
grape,0,0,0,0,1,0,0,low,medium,dry,healthy
melon,1,0,0,0,0,0,0,high,medium,moderate,healthy
tomato,1,0,1,0,0,1,0,high,medium,wet,bacterial_wilt
melon,0,1,0,0,0,0,0,high,medium,dry,healthy
chili,0,0,1,0,0,1,0,high,high,wet,bacterial_wilt
potato,0,0,0,0,0,0,0,high,medium,dry,healthy
potato,0,0,0,0,0,1,0,low,medium,wet,bacterial_wilt
cucumber,0,0,0,0,1,0,0,medium,low,dry,healthy
cucumber,0,1,0,0,0,0,0,high,low,moderate,healthy
cucumber,0,0,0,1,1,0,0,medium,high,dry,powdery_mildew
tomato,0,0,1,0,0,1,0,low,medium,wet,bacterial_wilt
